parent_id,institute_id,father_name,mother_name,primary_contact,email,phone_primary,phone_secondary,address,occupation_father,occupation_mother,income_bracket,children_count,religion,caste_category
PAR_INST_001_1264,INST_001,Laksh Goyal,Kiara Goyal,Laksh Goyal,laksh_goyal@hotmail.com,+91-9882680090,+91-8322087121,"Plot No. 356, Colony 16, Chennai",Bank Manager,Principal,25+ LPA,1,Christian,ST
PAR_INST_001_1265,INST_001,Laksh Gupta,Khushi Gupta,Laksh Gupta,laksh.gupta@outlook.com,+91-7998751757,+91-7903230888,"House No. 814, Extension 1, Chennai",Consultant,Bank Employee,5-10 LPA,1,Hindu,ST
PAR_INST_001_1266,INST_001,Deepak Verma,Sneha Verma,Deepak Verma,deepakverma@gmail.com,+91-9778867587,+91-8858509591,"Plot No. 344, Sector 19, Chennai",Bank Manager,Designer,10-15 LPA,1,Muslim,OBC
PAR_INST_001_1267,INST_001,Ankit Joshi,Tanya Joshi,Ankit Joshi,ajoshi@yahoo.com,+91-8428651814,+91-9404384504,"Villa No. 150, Block 32, Chennai",Consultant,Businesswoman,5-10 LPA,1,Jain,OBC
PAR_INST_001_1268,INST_001,Rahul Mondal,Pooja Mondal,Rahul Mondal,rahul_mondal@gmail.com,+91-8567407886,+91-8085857491,"House No. 56, Extension 42, Chennai",Contractor,Businesswoman,10-15 LPA,1,Jain,OBC
PAR_INST_001_1269,INST_001,Akash Nair,Priya Nair,Akash Nair,akash459@yahoo.com,+91-8078953770,+91-9624931645,"Flat No. 949, Vihar 16, Chennai",Consultant,Lawyer,15-25 LPA,1,Hindu,SC
PAR_INST_001_1270,INST_001,Abhishek Sharma,Rekha Sharma,Abhishek Sharma,abhishek495@yahoo.com,+91-8651875692,+91-8592032735,"Villa No. 121, Colony 24, Chennai",Shopkeeper,Lawyer,2-5 LPA,1,Hindu,OBC
PAR_INST_001_1271,INST_001,Rohan Sharma,Ananya Sharma,Rohan Sharma,rohan_sharma@rediffmail.com,+91-8295915324,+91-9356600980,"Plot No. 939, Market 35, Chennai",Businessman,Businesswoman,25+ LPA,1,Buddhist,General
PAR_INST_001_1272,INST_001,Veer Chaturvedi,Ananya Chaturvedi,Veer Chaturvedi,veer_chaturvedi@gmail.com,+91-9165329856,+91-8149977070,"Villa No. 46, Sector 32, Chennai",Government Employee,Businesswoman,< 2 LPA,1,Christian,OBC
PAR_INST_001_1273,INST_001,Rohan Jadhav,Kavya Jadhav,Rohan Jadhav,rohan_jadhav@yahoo.co.in,+91-8017443687,+91-9663876215,"Villa No. 725, Market 20, Chennai",Software Developer,Homemaker,25+ LPA,1,Christian,SC
PAR_INST_001_1274,INST_001,Vikram Mukherjee,Anjali Mukherjee,Vikram Mukherjee,vikram125@yahoo.com,+91-8987414278,+91-8731419887,"Flat No. 429, Nagar 46, Chennai",Government Employee,Principal,15-25 LPA,1,Muslim,General
PAR_INST_001_1275,INST_001,Arjit Goyal,Khushi Goyal,Arjit Goyal,arjitgoyal@hotmail.com,+91-8082159007,+91-9532044845,"Villa No. 465, Market 5, Chennai",Farmer,Designer,25+ LPA,1,Christian,General
PAR_INST_001_1276,INST_001,Advait Kale,Arya Kale,Advait Kale,akale@gmail.com,+91-8956893911,+91-8645767765,"Villa No. 737, Extension 25, Chennai",Shopkeeper,Designer,5-10 LPA,1,Sikh,ST
PAR_INST_001_1277,INST_001,Aditya Ganguly,Rashmi Ganguly,Aditya Ganguly,aditya9@yahoo.co.in,+91-8829645521,+91-8350499887,"Flat No. 608, Market 10, Chennai",Lawyer,Government Employee,5-10 LPA,1,Jain,SC
PAR_INST_001_1278,INST_001,Ishaan Bhardwaj,Aadhya Bhardwaj,Ishaan Bhardwaj,ishaan79@outlook.com,+91-9769298738,+91-8540067246,"Villa No. 208, Sector 16, Chennai",Teacher,Consultant,< 2 LPA,1,Christian,OBC
PAR_INST_001_1279,INST_001,Vihaan Pandey,Priya Pandey,Vihaan Pandey,vihaanpandey@hotmail.com,+91-9130111840,+91-8654885587,"Plot No. 381, Colony 45, Chennai",Government Employee,Government Employee,2-5 LPA,1,Buddhist,ST
PAR_INST_001_1280,INST_001,Reyansh Raman,Diya Raman,Reyansh Raman,rraman@hotmail.com,+91-8445783517,+91-8083871355,"Villa No. 979, Extension 40, Chennai",Shopkeeper,Engineer,25+ LPA,1,Muslim,SC
PAR_INST_001_1281,INST_001,Om Saha,Anjali Saha,Om Saha,om.saha@rediffmail.com,+91-8125601999,+91-9562469476,"Flat No. 607, Nagar 26, Chennai",Contractor,Principal,15-25 LPA,1,Christian,OBC
PAR_INST_001_1282,INST_001,Akash Bose,Nidhi Bose,Akash Bose,akash497@rediffmail.com,+91-9267990102,+91-8319095203,"Villa No. 163, Block 9, Chennai",Doctor,Consultant,5-10 LPA,1,Jain,General
PAR_INST_001_1283,INST_001,Harsh Agarwal,Kriti Agarwal,Harsh Agarwal,harsh_agarwal@yahoo.co.in,+91-8624462201,+91-8656633935,"House No. 535, Colony 19, Chennai",Businessman,Professor,2-5 LPA,1,Sikh,OBC
PAR_INST_001_1284,INST_001,Suresh Patel,Kiara Patel,Suresh Patel,suresh_patel@gmail.com,+91-9107559841,+91-9020248435,"House No. 500, Vihar 24, Chennai",Engineer,Consultant,25+ LPA,1,Buddhist,OBC
PAR_INST_001_1285,INST_001,Kabir Shah,Riya Shah,Kabir Shah,kabir56@yahoo.co.in,+91-8097024404,+91-9210907718,"Flat No. 242, Enclave 45, Chennai",Police Officer,Engineer,2-5 LPA,1,Sikh,ST
PAR_INST_001_1286,INST_001,Arjit Trivedi,Shreya Trivedi,Arjit Trivedi,arjit_trivedi@outlook.com,+91-9076172757,+91-9155481471,"Flat No. 931, Extension 27, Chennai",Shopkeeper,Teacher,5-10 LPA,1,Jain,OBC
PAR_INST_001_1287,INST_001,Dev Srivastava,Pihu Srivastava,Dev Srivastava,devsrivastava@hotmail.com,+91-9027021501,+91-9243390627,"Plot No. 517, Colony 19, Chennai",Contractor,Lawyer,10-15 LPA,1,Muslim,OBC
PAR_INST_001_1288,INST_001,Om Mitra,Diya Mitra,Om Mitra,om618@gmail.com,+91-9171912759,+91-9195571421,"House No. 432, Colony 12, Chennai",Engineer,Designer,25+ LPA,1,Sikh,SC
PAR_INST_001_1289,INST_001,Yash Chopra,Kavya Chopra,Yash Chopra,yash_chopra@outlook.com,+91-9264364443,+91-9396914220,"House No. 475, Colony 11, Chennai",Consultant,Lawyer,10-15 LPA,1,Jain,OBC
PAR_INST_001_1290,INST_001,Suresh Goyal,Manisha Goyal,Suresh Goyal,suresh49@rediffmail.com,+91-8157109338,+91-8730009006,"Flat No. 650, Colony 22, Chennai",Accountant,Professor,10-15 LPA,1,Jain,ST
PAR_INST_001_1291,INST_001,Abhishek Kumar,Rekha Kumar,Abhishek Kumar,abhishek379@rediffmail.com,+91-9572847034,+91-9063324656,"Plot No. 961, Block 22, Chennai",Government Employee,Professor,10-15 LPA,1,Jain,OBC
PAR_INST_001_1292,INST_001,Deepak Bansal,Manisha Bansal,Deepak Bansal,deepakbansal@outlook.com,+91-9685176965,+91-8059656003,"Flat No. 459, Enclave 10, Chennai",Teacher,Bank Employee,10-15 LPA,1,Jain,SC
PAR_INST_001_1293,INST_001,Manoj Modi,Kriti Modi,Manoj Modi,manoj.modi@hotmail.com,+91-9322514557,+91-8053723766,"House No. 280, Block 19, Chennai",Teacher,Businesswoman,5-10 LPA,1,Muslim,General
PAR_INST_001_1294,INST_001,Atharv Kar,Deepika Kar,Atharv Kar,atharv.kar@yahoo.com,+91-8322982109,+91-9252439229,"Plot No. 34, Block 46, Chennai",IAS Officer,Principal,5-10 LPA,1,Buddhist,ST
PAR_INST_001_1295,INST_001,Krishna Ganguly,Sunita Ganguly,Krishna Ganguly,kganguly@yahoo.co.in,+91-8053908783,+91-8976790078,"Flat No. 319, Vihar 26, Chennai",Shopkeeper,Businesswoman,10-15 LPA,1,Buddhist,SC
PAR_INST_001_1296,INST_001,Veer Ganguly,Shreya Ganguly,Veer Ganguly,veer.ganguly@yahoo.co.in,+91-8043868250,+91-8255925629,"Villa No. 812, Colony 25, Chennai",Shopkeeper,Bank Employee,2-5 LPA,1,Muslim,OBC
PAR_INST_001_1297,INST_001,Suresh More,Zara More,Suresh More,sureshmore@yahoo.co.in,+91-8968927047,+91-9333446661,"House No. 362, Block 20, Chennai",Bank Manager,Professor,25+ LPA,1,Sikh,General
PAR_INST_001_1298,INST_001,Vinod Mishra,Swati Mishra,Vinod Mishra,vinodmishra@hotmail.com,+91-8168879244,+91-7940395186,"Plot No. 428, Block 15, Chennai",IAS Officer,Doctor,5-10 LPA,1,Hindu,OBC
PAR_INST_001_1299,INST_001,Veer Vyas,Preeti Vyas,Veer Vyas,veervyas@hotmail.com,+91-9816934769,+91-9623779398,"House No. 94, Colony 11, Chennai",Consultant,Consultant,< 2 LPA,1,Hindu,ST
PAR_INST_001_1300,INST_001,Rudra Bhatia,Shriya Bhatia,Rudra Bhatia,rudra.bhatia@gmail.com,+91-9439152313,+91-9163140982,"House No. 172, Market 3, Chennai",Teacher,Engineer,< 2 LPA,1,Buddhist,ST
PAR_INST_001_1301,INST_001,Raj Tiwari,Kavya Tiwari,Raj Tiwari,raj188@outlook.com,+91-7903177569,+91-9800191765,"Flat No. 841, Colony 19, Chennai",Software Developer,Doctor,15-25 LPA,1,Muslim,SC
PAR_INST_001_1302,INST_001,Rudra Sen,Pihu Sen,Rudra Sen,rudra_sen@gmail.com,+91-8847469117,+91-9787027282,"House No. 865, Vihar 4, Chennai",Engineer,Bank Employee,2-5 LPA,1,Jain,General
PAR_INST_001_1303,INST_001,Vinod Dubey,Rekha Dubey,Vinod Dubey,vinod731@yahoo.co.in,+91-9523216005,+91-7932418325,"Flat No. 729, Market 25, Chennai",Teacher,Government Employee,2-5 LPA,1,Jain,General
PAR_INST_001_1304,INST_001,Shaurya Chopra,Shreya Chopra,Shaurya Chopra,schopra@rediffmail.com,+91-8054283267,+91-9811678116,"Villa No. 814, Extension 48, Chennai",Teacher,Bank Employee,< 2 LPA,1,Muslim,SC
PAR_INST_001_1305,INST_001,Reyansh Kumar,Pooja Kumar,Reyansh Kumar,reyansh_kumar@yahoo.com,+91-8573022099,+91-8917530405,"Flat No. 80, Vihar 50, Chennai",Doctor,Homemaker,25+ LPA,1,Christian,General
PAR_INST_001_1306,INST_001,Abhishek Pillai,Neha Pillai,Abhishek Pillai,abhishek_pillai@hotmail.com,+91-8828467703,+91-8384679700,"Flat No. 25, Market 26, Chennai",Government Employee,Principal,5-10 LPA,1,Hindu,SC
PAR_INST_001_1307,INST_001,Sanjay Khanna,Neha Khanna,Sanjay Khanna,sanjay.khanna@gmail.com,+91-8327279732,+91-8129018320,"Plot No. 111, Block 49, Chennai",Teacher,Teacher,2-5 LPA,1,Christian,General
PAR_INST_001_1308,INST_001,Akash Dubey,Swati Dubey,Akash Dubey,akash.dubey@hotmail.com,+91-7905024065,+91-9617471170,"Villa No. 279, Enclave 29, Chennai",Bank Manager,Businesswoman,15-25 LPA,1,Buddhist,ST
PAR_INST_001_1309,INST_001,Advik Mehta,Myra Mehta,Advik Mehta,advik_mehta@gmail.com,+91-8490448138,+91-8219011456,"Villa No. 815, Extension 30, Chennai",Lawyer,Businesswoman,< 2 LPA,1,Buddhist,SC
PAR_INST_001_1310,INST_001,Krishna Joshi,Maya Joshi,Krishna Joshi,krishna.joshi@gmail.com,+91-8309217645,+91-9677022380,"Plot No. 721, Enclave 15, Chennai",Government Employee,Lawyer,15-25 LPA,1,Muslim,ST
PAR_INST_001_1311,INST_001,Anil Dave,Khushi Dave,Anil Dave,anildave@yahoo.co.in,+91-9409592848,+91-8087358727,"Flat No. 635, Nagar 14, Chennai",IAS Officer,Professor,5-10 LPA,1,Jain,ST
PAR_INST_001_1312,INST_001,Shivansh Mehta,Ananya Mehta,Shivansh Mehta,shivansh_mehta@gmail.com,+91-7939866398,+91-8964844273,"Flat No. 327, Extension 44, Chennai",Farmer,Nurse,25+ LPA,1,Muslim,General
PAR_INST_001_1313,INST_001,Yogesh Bhattacharya,Shweta Bhattacharya,Yogesh Bhattacharya,ybhattacharya@yahoo.com,+91-9473533406,+91-9301663340,"House No. 269, Colony 6, Chennai",Farmer,Businesswoman,25+ LPA,1,Muslim,SC
PAR_INST_001_1314,INST_001,Veer Raman,Riya Raman,Veer Raman,vraman@yahoo.com,+91-8286233570,+91-8944551434,"Plot No. 957, Colony 6, Chennai",Doctor,Teacher,10-15 LPA,1,Christian,SC
PAR_INST_001_1315,INST_001,Harsh Desai,Rekha Desai,Harsh Desai,hdesai@yahoo.co.in,+91-8921884246,+91-9181512911,"Villa No. 280, Market 42, Chennai",Bank Manager,Nurse,5-10 LPA,1,Jain,ST
PAR_INST_001_1316,INST_001,Rahul Saxena,Isha Saxena,Rahul Saxena,rahul900@rediffmail.com,+91-9347353998,+91-8359153007,"Plot No. 829, Block 17, Chennai",Farmer,Principal,< 2 LPA,1,Buddhist,OBC
PAR_INST_001_1317,INST_001,Karan Roy,Maya Roy,Karan Roy,karanroy@gmail.com,+91-8878245310,+91-8212464378,"Villa No. 963, Colony 20, Chennai",Businessman,Professor,< 2 LPA,1,Jain,General
PAR_INST_001_1318,INST_001,Karan Mehta,Shweta Mehta,Karan Mehta,kmehta@yahoo.co.in,+91-8061069637,+91-8991218790,"Villa No. 347, Sector 28, Chennai",Doctor,Designer,5-10 LPA,1,Sikh,General
PAR_INST_001_1319,INST_001,Rajesh Biswas,Aadhya Biswas,Rajesh Biswas,rajeshbiswas@outlook.com,+91-9823160040,+91-9372898683,"Flat No. 116, Colony 4, Chennai",Accountant,Businesswoman,< 2 LPA,1,Christian,SC
PAR_INST_001_1320,INST_001,Ishaan Hegde,Kavya Hegde,Ishaan Hegde,ihegde@rediffmail.com,+91-7997842001,+91-8914424607,"Flat No. 863, Market 11, Chennai",Businessman,Professor,15-25 LPA,1,Sikh,General
PAR_INST_001_1321,INST_001,Om Venkatesh,Isha Venkatesh,Om Venkatesh,om174@yahoo.co.in,+91-8899475763,+91-8398293055,"Villa No. 490, Market 43, Chennai",Software Developer,Bank Employee,25+ LPA,1,Buddhist,OBC
PAR_INST_001_1322,INST_001,Nitin Jadhav,Anjali Jadhav,Nitin Jadhav,nitin_jadhav@yahoo.co.in,+91-9505939481,+91-8804390356,"House No. 896, Colony 34, Chennai",Farmer,Consultant,15-25 LPA,1,Jain,ST
PAR_INST_001_1323,INST_001,Varun Mehta,Swati Mehta,Varun Mehta,varun.mehta@hotmail.com,+91-8535476075,+91-9621018426,"Flat No. 680, Colony 25, Chennai",Government Employee,Designer,25+ LPA,1,Christian,General
PAR_INST_001_1324,INST_001,Manoj Singh,Khushi Singh,Manoj Singh,manoj354@outlook.com,+91-9785935653,+91-8824377950,"Villa No. 741, Extension 44, Chennai",Consultant,Government Employee,5-10 LPA,1,Sikh,OBC
PAR_INST_001_1325,INST_001,Ravi Modi,Sana Modi,Ravi Modi,ravimodi@outlook.com,+91-9622584679,+91-9717522792,"Plot No. 577, Extension 21, Chennai",Consultant,Nurse,2-5 LPA,1,Buddhist,ST
PAR_INST_001_1326,INST_001,Ravi Modi,Kiara Modi,Ravi Modi,ravi974@hotmail.com,+91-9720385407,+91-9808415912,"Plot No. 147, Extension 37, Chennai",Police Officer,Government Employee,10-15 LPA,1,Christian,OBC
PAR_INST_001_1327,INST_001,Veer Dutta,Seema Dutta,Veer Dutta,veerdutta@yahoo.co.in,+91-7976352946,+91-9642620408,"Plot No. 145, Sector 26, Chennai",Contractor,Engineer,2-5 LPA,1,Christian,ST
PAR_INST_001_1328,INST_001,Arjun Arora,Aditi Arora,Arjun Arora,arjun511@rediffmail.com,+91-9272826593,+91-9280419171,"Villa No. 50, Nagar 13, Chennai",Software Developer,Professor,25+ LPA,1,Muslim,General
PAR_INST_001_1329,INST_001,Sanjay Hegde,Rekha Hegde,Sanjay Hegde,sanjay89@yahoo.co.in,+91-8936602093,+91-9637880210,"Flat No. 953, Extension 32, Chennai",Police Officer,Professor,10-15 LPA,1,Sikh,ST
PAR_INST_001_1330,INST_001,Anil Pawar,Preeti Pawar,Anil Pawar,apawar@rediffmail.com,+91-8955459034,+91-8219543511,"House No. 144, Extension 40, Chennai",Businessman,Bank Employee,5-10 LPA,1,Christian,OBC
PAR_INST_001_1331,INST_001,Rohan Mishra,Tanvi Mishra,Rohan Mishra,rohanmishra@yahoo.com,+91-9131351485,+91-8807026406,"Flat No. 820, Extension 1, Chennai",Shopkeeper,Lawyer,5-10 LPA,1,Jain,General
PAR_INST_001_1332,INST_001,Suresh Mehta,Ishika Mehta,Suresh Mehta,suresh314@rediffmail.com,+91-8521648342,+91-8497302940,"Villa No. 581, Enclave 31, Chennai",Consultant,Nurse,5-10 LPA,1,Muslim,General
PAR_INST_001_1333,INST_001,Shaurya Khanna,Zara Khanna,Shaurya Khanna,shaurya520@yahoo.com,+91-8471258284,+91-8289199495,"House No. 394, Enclave 40, Chennai",Bank Manager,Teacher,25+ LPA,1,Jain,SC
PAR_INST_001_1334,INST_001,Suresh Kamath,Myra Kamath,Suresh Kamath,skamath@outlook.com,+91-8823900415,+91-9342867855,"Plot No. 506, Sector 5, Chennai",Accountant,Bank Employee,10-15 LPA,1,Sikh,SC
PAR_INST_001_1335,INST_001,Samar Agarwal,Ishika Agarwal,Samar Agarwal,sagarwal@rediffmail.com,+91-9793672502,+91-8200417707,"Flat No. 277, Extension 3, Chennai",IAS Officer,Engineer,< 2 LPA,1,Sikh,General
PAR_INST_001_1336,INST_001,Riyansh Dave,Sapna Dave,Riyansh Dave,rdave@hotmail.com,+91-7921645752,+91-8354283286,"Villa No. 704, Enclave 6, Chennai",Farmer,Principal,< 2 LPA,1,Sikh,ST
PAR_INST_001_1337,INST_001,Manoj Sen,Diya Sen,Manoj Sen,msen@gmail.com,+91-8856616689,+91-8909363646,"House No. 350, Enclave 21, Chennai",Doctor,Professor,10-15 LPA,1,Hindu,General
PAR_INST_001_1338,INST_001,Riyansh Chaturvedi,Isha Chaturvedi,Riyansh Chaturvedi,riyanshchaturvedi@yahoo.com,+91-9445182569,+91-8619212697,"Plot No. 572, Extension 38, Chennai",Lawyer,Software Developer,5-10 LPA,1,Buddhist,ST
PAR_INST_001_1339,INST_001,Harsh Mukherjee,Kriti Mukherjee,Harsh Mukherjee,harshmukherjee@gmail.com,+91-8063052704,+91-9269225916,"Plot No. 137, Nagar 1, Chennai",Doctor,Nurse,10-15 LPA,1,Christian,ST
PAR_INST_001_1340,INST_001,Dev Verma,Ishika Verma,Dev Verma,devverma@gmail.com,+91-7919863708,+91-8753606223,"House No. 424, Nagar 23, Chennai",Shopkeeper,Lawyer,2-5 LPA,1,Jain,SC
PAR_INST_001_1341,INST_001,Ravi Pawar,Nidhi Pawar,Ravi Pawar,ravi_pawar@yahoo.com,+91-7984104003,+91-9373032482,"Villa No. 312, Extension 14, Chennai",Police Officer,Consultant,5-10 LPA,1,Muslim,OBC
PAR_INST_001_1342,INST_001,Deepak Joshi,Priya Joshi,Deepak Joshi,deepak571@yahoo.co.in,+91-9403806958,+91-8521853111,"Flat No. 515, Block 30, Chennai",Lawyer,Consultant,15-25 LPA,1,Hindu,OBC
PAR_INST_001_1343,INST_001,Arjit Kamath,Anjali Kamath,Arjit Kamath,arjitkamath@rediffmail.com,+91-7947281326,+91-8898450337,"House No. 735, Colony 43, Chennai",IAS Officer,Bank Employee,5-10 LPA,1,Hindu,OBC
PAR_INST_001_1344,INST_001,Ravi Gowda,Meera Gowda,Ravi Gowda,ravigowda@yahoo.co.in,+91-9532452756,+91-8419503056,"Villa No. 569, Sector 30, Chennai",Contractor,Teacher,2-5 LPA,1,Jain,ST
PAR_INST_001_1345,INST_001,Deepak Singhal,Rekha Singhal,Deepak Singhal,deepak300@hotmail.com,+91-9685298388,+91-9301514977,"Villa No. 424, Vihar 37, Chennai",Doctor,Engineer,10-15 LPA,1,Jain,General
PAR_INST_001_1346,INST_001,Ashish Venkatesh,Shalini Venkatesh,Ashish Venkatesh,ashish_venkatesh@yahoo.com,+91-8222619549,+91-9829484943,"Plot No. 759, Enclave 30, Chennai",Lawyer,Designer,10-15 LPA,1,Sikh,General
PAR_INST_001_1347,INST_001,Advait Patel,Tanvi Patel,Advait Patel,apatel@outlook.com,+91-8800915956,+91-8483239593,"Villa No. 827, Sector 8, Chennai",Bank Manager,Consultant,5-10 LPA,1,Hindu,OBC
PAR_INST_001_1348,INST_001,Arjit Pawar,Ananya Pawar,Arjit Pawar,arjit.pawar@hotmail.com,+91-8836087807,+91-9402033881,"House No. 162, Sector 49, Chennai",Consultant,Bank Employee,15-25 LPA,1,Sikh,ST
PAR_INST_001_1349,INST_001,Raj Patil,Shreya Patil,Raj Patil,raj.patil@yahoo.com,+91-8434483656,+91-8307190565,"Villa No. 825, Vihar 13, Chennai",Bank Manager,Businesswoman,10-15 LPA,1,Sikh,General
PAR_INST_001_1350,INST_001,Suresh Desai,Divya Desai,Suresh Desai,suresh207@yahoo.com,+91-9664909546,+91-8187305886,"House No. 60, Colony 22, Chennai",Businessman,Teacher,2-5 LPA,1,Buddhist,OBC
PAR_INST_001_1351,INST_001,Akash Deshpande,Khushi Deshpande,Akash Deshpande,adeshpande@hotmail.com,+91-9709580401,+91-8961597000,"House No. 939, Sector 3, Chennai",Lawyer,Engineer,15-25 LPA,1,Buddhist,SC
PAR_INST_001_1352,INST_001,Aryan Kamath,Shalini Kamath,Aryan Kamath,aryan_kamath@yahoo.co.in,+91-8343693908,+91-7941319859,"Villa No. 510, Block 34, Chennai",Businessman,Nurse,< 2 LPA,1,Muslim,General
PAR_INST_001_1353,INST_001,Rajesh Nair,Khushi Nair,Rajesh Nair,rajesh_nair@yahoo.co.in,+91-9351119035,+91-7940942941,"Flat No. 322, Market 40, Chennai",Bank Manager,Professor,15-25 LPA,1,Hindu,OBC
PAR_INST_001_1354,INST_001,Samar Mittal,Preeti Mittal,Samar Mittal,smittal@yahoo.co.in,+91-8576606289,+91-8813403997,"Flat No. 547, Market 19, Chennai",Government Employee,Principal,25+ LPA,1,Jain,OBC
PAR_INST_001_1355,INST_001,Vivaan Bose,Saanvi Bose,Vivaan Bose,vbose@yahoo.com,+91-9393970266,+91-9182071548,"House No. 565, Enclave 8, Chennai",Businessman,Engineer,< 2 LPA,1,Hindu,ST
PAR_INST_001_1356,INST_001,Sanjay Deshpande,Anika Deshpande,Sanjay Deshpande,sdeshpande@rediffmail.com,+91-8471928892,+91-9730287574,"House No. 367, Colony 16, Chennai",IAS Officer,Designer,< 2 LPA,1,Muslim,ST
PAR_INST_001_1357,INST_001,Aarav Shetty,Shalini Shetty,Aarav Shetty,ashetty@gmail.com,+91-7924972655,+91-8413649674,"Plot No. 98, Vihar 21, Chennai",Businessman,Lawyer,5-10 LPA,1,Muslim,SC
PAR_INST_001_1358,INST_001,Abhishek Menon,Sapna Menon,Abhishek Menon,abhishek831@hotmail.com,+91-9452699018,+91-8711156733,"Plot No. 77, Enclave 30, Chennai",Shopkeeper,Doctor,25+ LPA,1,Sikh,ST
PAR_INST_001_1359,INST_001,Aditya Vyas,Nidhi Vyas,Aditya Vyas,avyas@hotmail.com,+91-9898383193,+91-9065027586,"House No. 255, Vihar 48, Chennai",Police Officer,Government Employee,10-15 LPA,1,Muslim,OBC
PAR_INST_001_1360,INST_001,Rudra Dutta,Maya Dutta,Rudra Dutta,rudra_dutta@hotmail.com,+91-8724570515,+91-8878263880,"Flat No. 824, Colony 18, Chennai",IAS Officer,Professor,2-5 LPA,1,Sikh,General
PAR_INST_001_1361,INST_001,Nitin Aggarwal,Myra Aggarwal,Nitin Aggarwal,naggarwal@yahoo.com,+91-8269747623,+91-8303854787,"Flat No. 424, Block 37, Chennai",Software Developer,Engineer,< 2 LPA,1,Buddhist,OBC
PAR_INST_001_1362,INST_001,Atharv Chowdhury,Kavita Chowdhury,Atharv Chowdhury,atharvchowdhury@yahoo.co.in,+91-9128062539,+91-9018545541,"Flat No. 326, Nagar 6, Chennai",Government Employee,Consultant,< 2 LPA,1,Hindu,OBC
PAR_INST_001_1363,INST_001,Rajesh Kulkarni,Shreya Kulkarni,Rajesh Kulkarni,rajeshkulkarni@hotmail.com,+91-9467354904,+91-8498657168,"Villa No. 670, Colony 6, Chennai",Businessman,Nurse,25+ LPA,1,Christian,General
PAR_INST_001_1364,INST_001,Manoj Deshpande,Riya Deshpande,Manoj Deshpande,manoj418@outlook.com,+91-8643476088,+91-9330925872,"Plot No. 405, Market 43, Chennai",Businessman,Businesswoman,2-5 LPA,1,Hindu,ST
PAR_INST_001_1365,INST_001,Advik Shah,Ananya Shah,Advik Shah,ashah@gmail.com,+91-9572628033,+91-8649084749,"House No. 647, Block 28, Chennai",Contractor,Engineer,5-10 LPA,1,Jain,OBC
PAR_INST_001_1366,INST_001,Shivansh Gupta,Shreya Gupta,Shivansh Gupta,shivansh.gupta@rediffmail.com,+91-8536622845,+91-8841408579,"Villa No. 156, Colony 37, Chennai",Farmer,Teacher,< 2 LPA,1,Jain,General
PAR_INST_001_1367,INST_001,Sanjay Iyer,Aditi Iyer,Sanjay Iyer,sanjay.iyer@rediffmail.com,+91-8500260469,+91-9817495389,"House No. 931, Extension 9, Chennai",Consultant,Doctor,5-10 LPA,1,Hindu,General
PAR_INST_001_1368,INST_001,Ashish Bhat,Kriti Bhat,Ashish Bhat,ashish559@outlook.com,+91-8873216502,+91-9023893544,"House No. 472, Block 5, Chennai",IAS Officer,Homemaker,25+ LPA,1,Sikh,OBC
PAR_INST_001_1369,INST_001,Varun Ghosh,Nidhi Ghosh,Varun Ghosh,varunghosh@yahoo.co.in,+91-9850667148,+91-8833317147,"Plot No. 366, Vihar 48, Chennai",Contractor,Teacher,2-5 LPA,1,Buddhist,OBC
PAR_INST_001_1370,INST_001,Rahul Biswas,Riya Biswas,Rahul Biswas,rahulbiswas@hotmail.com,+91-8115208952,+91-9576801269,"Villa No. 171, Enclave 3, Chennai",Software Developer,Government Employee,< 2 LPA,1,Sikh,OBC
PAR_INST_001_1371,INST_001,Om Mittal,Kavita Mittal,Om Mittal,ommittal@hotmail.com,+91-8930325027,+91-9096238384,"Plot No. 49, Nagar 31, Chennai",IAS Officer,Businesswoman,5-10 LPA,1,Christian,OBC
PAR_INST_001_1372,INST_001,Yash Biswas,Isha Biswas,Yash Biswas,yash159@outlook.com,+91-8203308641,+91-8986329085,"House No. 341, Sector 49, Chennai",Software Developer,Doctor,25+ LPA,1,Buddhist,ST
PAR_INST_001_1373,INST_001,Dhruv Sethi,Seema Sethi,Dhruv Sethi,dhruv_sethi@gmail.com,+91-8123772109,+91-9774447939,"House No. 709, Block 31, Chennai",Doctor,Lawyer,5-10 LPA,1,Jain,General
PAR_INST_001_1374,INST_001,Vivaan Dubey,Riya Dubey,Vivaan Dubey,vdubey@hotmail.com,+91-8248657374,+91-9096660723,"Villa No. 388, Sector 50, Chennai",Government Employee,Designer,10-15 LPA,1,Christian,General
PAR_INST_001_1375,INST_001,Ishaan Sharma,Sana Sharma,Ishaan Sharma,ishaan.sharma@yahoo.com,+91-8589382528,+91-8040439351,"Villa No. 19, Colony 26, Chennai",Bank Manager,Consultant,25+ LPA,1,Christian,ST
PAR_INST_001_1376,INST_001,Abhishek Hegde,Khushi Hegde,Abhishek Hegde,ahegde@rediffmail.com,+91-8148031636,+91-8381752481,"Flat No. 347, Nagar 32, Chennai",Shopkeeper,Doctor,2-5 LPA,1,Buddhist,OBC
PAR_INST_001_1377,INST_001,Samar Pal,Shreya Pal,Samar Pal,samar215@outlook.com,+91-9195260885,+91-9229873401,"House No. 261, Market 47, Chennai",Government Employee,Lawyer,5-10 LPA,1,Christian,ST
