activity_id,student_id,activity_name,participation_level,start_date,performance_rating,achievements,attendance_percentage,instructor
ACT_INST_001_001851,STU_INST_001_1521,Yoga,Beginner,2024-09-19,Very Good,School Level Winner,89,Aryan Modi
ACT_INST_001_001852,STU_INST_001_1522,Badminton,Beginner,2025-05-26,Excellent,School Level Winner,74,Riyansh Banerjee
ACT_INST_001_001853,STU_INST_001_1523,Quiz,Intermediate,2025-01-08,Excellent,District Level Participant,79,Riyansh Shukla
ACT_INST_001_001854,STU_INST_001_1524,Dance,Intermediate,2025-04-01,Average,State Level Qualifier,100,Amit Singhal
ACT_INST_001_001855,STU_INST_001_1526,Athletics,Beginner,2024-12-02,Very Good,Certificate of Participation,74,Sunita Saha
ACT_INST_001_001856,STU_INST_001_1526,Science Club,Beginner,2025-05-31,Excellent,,82,Aryan Khanna
ACT_INST_001_001857,STU_INST_001_1526,Badminton,Intermediate,2025-03-03,Very Good,,97,Sanjay Shukla
ACT_INST_001_001858,STU_INST_001_1527,Basketball,Advanced,2025-01-31,Good,,88,Shreya Deshpande
ACT_INST_001_001859,STU_INST_001_1527,Basketball,Intermediate,2024-09-24,Excellent,District Level Participant,81,Shaurya Joshi
ACT_INST_001_001860,STU_INST_001_1527,Table Tennis,Beginner,2025-05-21,Excellent,,84,Abhishek Saxena
ACT_INST_001_001861,STU_INST_001_1528,Environmental Club,Intermediate,2024-10-28,Very Good,,99,Kavita Modi
ACT_INST_001_001862,STU_INST_001_1528,Cultural Committee,Advanced,2025-07-17,Good,,98,Aditi Chakraborty
ACT_INST_001_001863,STU_INST_001_1531,Science Club,Beginner,2025-03-28,Average,,97,Nitin Dave
ACT_INST_001_001864,STU_INST_001_1531,Cricket,Intermediate,2025-01-23,Needs Improvement,,98,Deepika Agarwal
ACT_INST_001_001865,STU_INST_001_1532,Cultural Committee,Advanced,2025-07-05,Average,,97,Sai Jindal
ACT_INST_001_001866,STU_INST_001_1533,Science Club,Beginner,2025-06-04,Needs Improvement,,72,Zara Roy
ACT_INST_001_001867,STU_INST_001_1534,Art & Craft,Intermediate,2025-06-10,Good,,99,Anil Gupta
ACT_INST_001_001868,STU_INST_001_1534,Football,Advanced,2025-08-17,Needs Improvement,Certificate of Participation,90,Shreya Kapoor
ACT_INST_001_001869,STU_INST_001_1535,Debate,Beginner,2025-07-15,Very Good,,83,Navya Sen
ACT_INST_001_001870,STU_INST_001_1536,Dance,Beginner,2024-11-06,Good,,84,Vikram Hegde
ACT_INST_001_001871,STU_INST_001_1536,Debate,Intermediate,2025-05-09,Good,,91,Dhruv Gupta
ACT_INST_001_001872,STU_INST_001_1536,Music,Intermediate,2024-10-14,Excellent,,72,Shreya Saxena
ACT_INST_001_001873,STU_INST_001_1538,Literary Society,Advanced,2025-05-20,Needs Improvement,,87,Priyanka Chakraborty
ACT_INST_001_001874,STU_INST_001_1538,Football,Advanced,2024-10-06,Very Good,School Level Winner,82,Ishika Kapoor
ACT_INST_001_001875,STU_INST_001_1538,Drama,Beginner,2024-11-29,Average,,86,Myra Thakkar
ACT_INST_001_001876,STU_INST_001_1540,Science Club,Beginner,2025-08-05,Good,,73,Pooja Krishnan
ACT_INST_001_001877,STU_INST_001_1540,Music,Advanced,2025-02-22,Excellent,District Level Participant,91,Anil Trivedi
ACT_INST_001_001878,STU_INST_001_1540,Dance,Beginner,2024-12-10,Good,,100,Arya Verma
ACT_INST_001_001879,STU_INST_001_1541,Basketball,Intermediate,2024-12-26,Needs Improvement,,95,Pihu Pillai
ACT_INST_001_001880,STU_INST_001_1541,Environmental Club,Beginner,2025-01-02,Excellent,,79,Yogesh Khanna
ACT_INST_001_001881,STU_INST_001_1542,Karate,Beginner,2025-02-27,Excellent,,97,Tanya Aggarwal
ACT_INST_001_001882,STU_INST_001_1545,Badminton,Advanced,2025-01-02,Excellent,,84,Kiara Hegde
ACT_INST_001_001883,STU_INST_001_1545,Yoga,Beginner,2024-11-22,Needs Improvement,,75,Varun Bhat
ACT_INST_001_001884,STU_INST_001_1545,Badminton,Beginner,2025-08-05,Good,,77,Vinod Gowda
ACT_INST_001_001885,STU_INST_001_1546,Cultural Committee,Beginner,2025-01-01,Good,Certificate of Participation,78,Shweta Tiwari
ACT_INST_001_001886,STU_INST_001_1546,Cricket,Advanced,2025-02-10,Needs Improvement,District Level Participant,96,Shweta Agarwal
ACT_INST_001_001887,STU_INST_001_1546,Badminton,Intermediate,2024-10-28,Average,,87,Meera Khanna
ACT_INST_001_001888,STU_INST_001_1547,Science Club,Beginner,2024-10-04,Average,,77,Nidhi Mehta
ACT_INST_001_001889,STU_INST_001_1547,Literary Society,Advanced,2025-04-27,Excellent,School Level Winner,91,Pooja Pandey
ACT_INST_001_001890,STU_INST_001_1547,Badminton,Intermediate,2025-03-21,Needs Improvement,,74,Kriti Mittal
ACT_INST_001_001891,STU_INST_001_1548,Dance,Intermediate,2024-11-06,Needs Improvement,,82,Arnav Singhal
ACT_INST_001_001892,STU_INST_001_1548,Literary Society,Beginner,2025-03-18,Very Good,,97,Myra Agarwal
ACT_INST_001_001893,STU_INST_001_1551,Drama,Beginner,2024-09-26,Average,,71,Meera Ganguly
ACT_INST_001_001894,STU_INST_001_1551,Yoga,Beginner,2025-08-05,Good,District Level Participant,90,Meera Patel
ACT_INST_001_001895,STU_INST_001_1551,Cultural Committee,Advanced,2025-05-08,Needs Improvement,District Level Participant,75,Yash Mehta
ACT_INST_001_001896,STU_INST_001_1552,Art & Craft,Intermediate,2025-02-07,Good,District Level Participant,78,Rashmi Jain
ACT_INST_001_001897,STU_INST_001_1556,Table Tennis,Beginner,2025-05-26,Good,,83,Anjali Pillai
ACT_INST_001_001898,STU_INST_001_1556,Table Tennis,Intermediate,2024-10-25,Excellent,,98,Nidhi Sharma
ACT_INST_001_001899,STU_INST_001_1557,Football,Beginner,2024-11-25,Average,,96,Tanya Patil
ACT_INST_001_001900,STU_INST_001_1557,Cricket,Beginner,2025-06-08,Good,District Level Participant,76,Shalini Ganguly
ACT_INST_001_001901,STU_INST_001_1557,Karate,Beginner,2024-10-09,Very Good,,85,Arjit Venkatesh
ACT_INST_001_001902,STU_INST_001_1559,Badminton,Advanced,2024-09-27,Needs Improvement,,96,Kriti Bhatia
ACT_INST_001_001903,STU_INST_001_1559,Karate,Intermediate,2025-03-15,Needs Improvement,,78,Sapna Venkatesh
ACT_INST_001_001904,STU_INST_001_1560,Table Tennis,Advanced,2024-09-30,Very Good,State Level Qualifier,85,Vivaan Khanna
ACT_INST_001_001905,STU_INST_001_1560,Dance,Advanced,2025-01-17,Average,Certificate of Participation,72,Ishaan Jain
ACT_INST_001_001906,STU_INST_001_1560,Environmental Club,Advanced,2024-11-18,Excellent,,99,Diya Venkatesh
ACT_INST_001_001907,STU_INST_001_1562,Basketball,Beginner,2025-03-22,Needs Improvement,,71,Arjun Kumar
ACT_INST_001_001908,STU_INST_001_1563,Karate,Beginner,2024-11-01,Needs Improvement,,97,Sunita Goel
ACT_INST_001_001909,STU_INST_001_1567,Table Tennis,Advanced,2025-03-14,Needs Improvement,,93,Sneha Nair
ACT_INST_001_001910,STU_INST_001_1567,Drama,Intermediate,2025-06-08,Very Good,School Level Winner,72,Laksh Joshi
ACT_INST_001_001911,STU_INST_001_1567,Art & Craft,Beginner,2024-11-04,Excellent,District Level Participant,93,Akash Patel
ACT_INST_001_001912,STU_INST_001_1568,Literary Society,Intermediate,2025-05-28,Excellent,,85,Shweta Mehta
ACT_INST_001_001913,STU_INST_001_1568,Table Tennis,Beginner,2025-03-06,Average,,96,Shriya Mukherjee
ACT_INST_001_001914,STU_INST_001_1569,Art & Craft,Advanced,2025-08-15,Excellent,,74,Aditi Bhatt
ACT_INST_001_001915,STU_INST_001_1569,Athletics,Beginner,2025-07-27,Needs Improvement,,72,Shweta Bhat
ACT_INST_001_001916,STU_INST_001_1569,Athletics,Beginner,2025-02-01,Good,Certificate of Participation,100,Divya Venkatesh
ACT_INST_001_001917,STU_INST_001_1573,Karate,Beginner,2025-07-22,Excellent,,95,Aadhya Chaturvedi
ACT_INST_001_001918,STU_INST_001_1573,Quiz,Advanced,2024-10-17,Average,School Level Winner,85,Avni Kamath
ACT_INST_001_001919,STU_INST_001_1573,Debate,Intermediate,2025-01-22,Excellent,,93,Vinod Patel
ACT_INST_001_001920,STU_INST_001_1574,Badminton,Intermediate,2025-04-20,Very Good,,78,Ishika Mittal
ACT_INST_001_001921,STU_INST_001_1575,Quiz,Advanced,2024-11-08,Needs Improvement,School Level Winner,99,Rekha Bhatt
ACT_INST_001_001922,STU_INST_001_1575,Athletics,Intermediate,2025-06-02,Good,Certificate of Participation,87,Anika Kumar
ACT_INST_001_001923,STU_INST_001_1575,Yoga,Intermediate,2024-09-20,Very Good,,84,Shaurya Sharma
ACT_INST_001_001924,STU_INST_001_1579,Cultural Committee,Intermediate,2025-02-27,Very Good,,82,Ishika Parikh
ACT_INST_001_001925,STU_INST_001_1579,Football,Intermediate,2024-10-13,Needs Improvement,District Level Participant,72,Anjali Bansal
ACT_INST_001_001926,STU_INST_001_1582,Badminton,Intermediate,2025-02-18,Needs Improvement,,78,Sanjay Kulkarni
ACT_INST_001_001927,STU_INST_001_1582,Badminton,Intermediate,2024-10-04,Needs Improvement,,90,Sana Verma
ACT_INST_001_001928,STU_INST_001_1583,Literary Society,Intermediate,2025-03-02,Average,,100,Ankit Shetty
ACT_INST_001_001929,STU_INST_001_1583,Athletics,Intermediate,2025-08-11,Excellent,,88,Shaurya Biswas
ACT_INST_001_001930,STU_INST_001_1583,Art & Craft,Intermediate,2025-06-30,Very Good,,100,Shreya Mukherjee
ACT_INST_001_001931,STU_INST_001_1585,Quiz,Advanced,2024-11-30,Very Good,,96,Amit Jadhav
ACT_INST_001_001932,STU_INST_001_1587,Literary Society,Advanced,2025-08-02,Average,,78,Om Mathur
ACT_INST_001_001933,STU_INST_001_1588,Dance,Intermediate,2025-06-08,Good,,79,Raj Mitra
ACT_INST_001_001934,STU_INST_001_1588,Table Tennis,Advanced,2025-08-05,Excellent,,99,Vinod Ghosh
ACT_INST_001_001935,STU_INST_001_1589,Yoga,Beginner,2025-06-29,Needs Improvement,,73,Vivaan Srivastava
ACT_INST_001_001936,STU_INST_001_1590,Athletics,Beginner,2024-11-06,Very Good,,73,Seema Mehta
ACT_INST_001_001937,STU_INST_001_1590,Yoga,Intermediate,2025-01-12,Needs Improvement,,81,Manoj Sarkar
ACT_INST_001_001938,STU_INST_001_1592,Athletics,Advanced,2025-02-17,Good,,96,Harsh Aggarwal
ACT_INST_001_001939,STU_INST_001_1592,Literary Society,Advanced,2025-08-04,Excellent,,85,Seema Saxena
ACT_INST_001_001940,STU_INST_001_1593,Table Tennis,Beginner,2025-06-03,Needs Improvement,Certificate of Participation,84,Shaurya Menon
ACT_INST_001_001941,STU_INST_001_1594,Cricket,Beginner,2025-04-11,Good,,82,Vivaan Raman
ACT_INST_001_001942,STU_INST_001_1595,Debate,Intermediate,2025-06-07,Needs Improvement,,76,Maya Joshi
ACT_INST_001_001943,STU_INST_001_1595,Yoga,Advanced,2025-06-07,Good,,75,Karan Mathur
ACT_INST_001_001944,STU_INST_001_1596,Yoga,Advanced,2025-01-24,Very Good,,78,Reyansh Verma
ACT_INST_001_001945,STU_INST_001_1596,Science Club,Advanced,2025-05-31,Needs Improvement,School Level Winner,94,Shriya Krishnan
ACT_INST_001_001946,STU_INST_001_1596,Cricket,Advanced,2024-11-13,Needs Improvement,,72,Avni Roy
ACT_INST_001_001947,STU_INST_001_1597,Environmental Club,Intermediate,2025-05-31,Excellent,,97,Sapna Kamath
ACT_INST_001_001948,STU_INST_001_1597,Literary Society,Intermediate,2025-06-06,Very Good,,71,Varun Mittal
ACT_INST_001_001949,STU_INST_001_1597,Badminton,Intermediate,2025-07-06,Needs Improvement,,98,Diya Desai
ACT_INST_001_001950,STU_INST_001_1599,Football,Intermediate,2025-04-20,Needs Improvement,,100,Arjun Suthar
ACT_INST_001_001951,STU_INST_001_1601,Cricket,Intermediate,2025-04-09,Excellent,District Level Participant,87,Myra Tiwari
ACT_INST_001_001952,STU_INST_001_1603,Dance,Advanced,2025-07-08,Good,,79,Priyanka Pillai
ACT_INST_001_001953,STU_INST_001_1603,Art & Craft,Intermediate,2025-03-21,Needs Improvement,,94,Nitin Mondal
ACT_INST_001_001954,STU_INST_001_1604,Drama,Intermediate,2025-01-09,Very Good,School Level Winner,90,Pooja Mittal
ACT_INST_001_001955,STU_INST_001_1605,Drama,Advanced,2024-11-28,Good,,91,Shriya Mukherjee
ACT_INST_001_001956,STU_INST_001_1605,Drama,Intermediate,2025-07-17,Needs Improvement,,70,Kavya Mathur
ACT_INST_001_001957,STU_INST_001_1606,Dance,Beginner,2025-06-10,Average,State Level Qualifier,76,Vihaan Jain
ACT_INST_001_001958,STU_INST_001_1606,Quiz,Intermediate,2024-10-11,Excellent,,98,Harsh Trivedi
ACT_INST_001_001959,STU_INST_001_1606,Cricket,Intermediate,2025-01-20,Excellent,,92,Arya Bose
ACT_INST_001_001960,STU_INST_001_1607,Dance,Advanced,2025-05-02,Average,,74,Rashmi Kulkarni
ACT_INST_001_001961,STU_INST_001_1607,Art & Craft,Advanced,2024-10-02,Average,Certificate of Participation,71,Raj Kapoor
ACT_INST_001_001962,STU_INST_001_1607,Cultural Committee,Advanced,2025-05-25,Needs Improvement,,70,Sneha Verma
ACT_INST_001_001963,STU_INST_001_1608,Drama,Beginner,2025-04-18,Very Good,,99,Akash Menon
ACT_INST_001_001964,STU_INST_001_1608,Literary Society,Beginner,2025-04-08,Needs Improvement,,90,Amit Mathur
ACT_INST_001_001965,STU_INST_001_1611,Basketball,Beginner,2025-05-13,Average,,84,Ashish Gowda
ACT_INST_001_001966,STU_INST_001_1611,Science Club,Advanced,2025-05-23,Very Good,Certificate of Participation,92,Suresh Sethi
ACT_INST_001_001967,STU_INST_001_1611,Art & Craft,Advanced,2025-07-15,Excellent,,94,Manoj Bhattacharya
ACT_INST_001_001968,STU_INST_001_1613,Karate,Intermediate,2024-10-20,Good,State Level Qualifier,88,Advait Roy
ACT_INST_001_001969,STU_INST_001_1613,Basketball,Beginner,2025-07-09,Needs Improvement,,76,Preeti Chaturvedi
ACT_INST_001_001970,STU_INST_001_1613,Music,Advanced,2025-06-10,Needs Improvement,,77,Yash Raman
ACT_INST_001_001971,STU_INST_001_1616,Music,Intermediate,2025-07-14,Excellent,School Level Winner,83,Ashish Deshpande
ACT_INST_001_001972,STU_INST_001_1616,Yoga,Beginner,2024-11-19,Excellent,,99,Sara Saha
ACT_INST_001_001973,STU_INST_001_1616,Basketball,Advanced,2025-05-15,Needs Improvement,,99,Deepika Chopra
ACT_INST_001_001974,STU_INST_001_1618,Science Club,Intermediate,2025-04-19,Good,,79,Dev Modi
ACT_INST_001_001975,STU_INST_001_1619,Debate,Intermediate,2025-06-15,Average,,87,Nitin Srivastava
ACT_INST_001_001976,STU_INST_001_1619,Music,Advanced,2025-02-15,Very Good,,100,Riya Thakkar
ACT_INST_001_001977,STU_INST_001_1619,Cricket,Advanced,2024-10-23,Excellent,School Level Winner,87,Yogesh Bhatia
ACT_INST_001_001978,STU_INST_001_1621,Music,Advanced,2024-10-01,Excellent,School Level Winner,92,Kavya Iyer
ACT_INST_001_001979,STU_INST_001_1622,Music,Beginner,2025-07-22,Good,,78,Kavya Kamath
ACT_INST_001_001980,STU_INST_001_1624,Debate,Intermediate,2024-12-19,Average,,82,Priyanka Saxena
ACT_INST_001_001981,STU_INST_001_1625,Environmental Club,Advanced,2025-08-14,Good,State Level Qualifier,85,Ishaan Dave
ACT_INST_001_001982,STU_INST_001_1627,Science Club,Advanced,2024-10-16,Excellent,,73,Meera Pawar
ACT_INST_001_001983,STU_INST_001_1627,Science Club,Beginner,2025-05-27,Good,,89,Maya Pal
ACT_INST_001_001984,STU_INST_001_1628,Science Club,Advanced,2024-12-04,Needs Improvement,,83,Atharv Jain
ACT_INST_001_001985,STU_INST_001_1628,Cricket,Beginner,2025-05-18,Average,,90,Ira Kumar
ACT_INST_001_001986,STU_INST_001_1629,Basketball,Advanced,2024-12-31,Average,,77,Vihaan Banerjee
ACT_INST_001_001987,STU_INST_001_1629,Music,Beginner,2025-04-29,Good,School Level Winner,93,Raj Krishnan
ACT_INST_001_001988,STU_INST_001_1630,Music,Advanced,2025-06-13,Average,,81,Arya Kulkarni
ACT_INST_001_001989,STU_INST_001_1630,Music,Beginner,2024-10-20,Good,,75,Atharv Sen
ACT_INST_001_001990,STU_INST_001_1631,Music,Beginner,2025-08-06,Very Good,,92,Maya Venkatesh
ACT_INST_001_001991,STU_INST_001_1632,Basketball,Intermediate,2025-06-19,Good,School Level Winner,73,Amit Bansal
ACT_INST_001_001992,STU_INST_001_1632,Science Club,Beginner,2025-04-24,Needs Improvement,,81,Avni Bhardwaj
ACT_INST_001_001993,STU_INST_001_1632,Athletics,Advanced,2025-01-01,Excellent,State Level Qualifier,76,Laksh Mittal
ACT_INST_001_001994,STU_INST_001_1635,Yoga,Advanced,2025-02-14,Excellent,,93,Ayaan Dutta
ACT_INST_001_001995,STU_INST_001_1635,Art & Craft,Advanced,2025-04-20,Very Good,,83,Vihaan Panchal
ACT_INST_001_001996,STU_INST_001_1637,Yoga,Intermediate,2025-06-29,Needs Improvement,,81,Shalini Banerjee
ACT_INST_001_001997,STU_INST_001_1637,Quiz,Beginner,2025-03-08,Average,,92,Amit Mathur
ACT_INST_001_001998,STU_INST_001_1637,Badminton,Beginner,2025-02-25,Good,,79,Ananya Jindal
ACT_INST_001_001999,STU_INST_001_1639,Football,Beginner,2025-06-28,Very Good,State Level Qualifier,95,Raj Khanna
ACT_INST_001_002000,STU_INST_001_1639,Cultural Committee,Intermediate,2025-02-27,Needs Improvement,,87,Myra Mishra
ACT_INST_001_002001,STU_INST_001_1640,Athletics,Intermediate,2025-06-02,Good,,89,Nitin Dutta
ACT_INST_001_002002,STU_INST_001_1640,Environmental Club,Advanced,2024-11-29,Average,,77,Tanya Jain
ACT_INST_001_002003,STU_INST_001_1641,Art & Craft,Advanced,2025-08-11,Needs Improvement,District Level Participant,86,Krishna Dubey
ACT_INST_001_002004,STU_INST_001_1642,Karate,Intermediate,2025-03-27,Very Good,State Level Qualifier,73,Aditya Mishra
ACT_INST_001_002005,STU_INST_001_1642,Cultural Committee,Beginner,2025-02-01,Very Good,,72,Riya Chakraborty
ACT_INST_001_002006,STU_INST_001_1643,Literary Society,Intermediate,2025-01-05,Excellent,District Level Participant,82,Raj Tiwari
ACT_INST_001_002007,STU_INST_001_1643,Quiz,Advanced,2025-06-06,Very Good,,95,Meera Mondal
ACT_INST_001_002008,STU_INST_001_1643,Football,Intermediate,2025-05-18,Needs Improvement,School Level Winner,87,Arjun Chopra
ACT_INST_001_002009,STU_INST_001_1644,Drama,Intermediate,2025-06-28,Average,,77,Saanvi Pillai
ACT_INST_001_002010,STU_INST_001_1644,Football,Advanced,2025-07-28,Excellent,,81,Divya Saxena
ACT_INST_001_002011,STU_INST_001_1645,Cultural Committee,Beginner,2025-04-02,Excellent,School Level Winner,98,Vivaan Dubey
ACT_INST_001_002012,STU_INST_001_1645,Literary Society,Advanced,2025-05-14,Average,,94,Rudra Bhatia
ACT_INST_001_002013,STU_INST_001_1646,Cultural Committee,Beginner,2024-09-23,Good,,98,Krishna Rao
ACT_INST_001_002014,STU_INST_001_1646,Cricket,Beginner,2025-08-14,Average,,89,Navya Kulkarni
ACT_INST_001_002015,STU_INST_001_1650,Debate,Advanced,2024-12-11,Needs Improvement,,81,Ankit Nair
ACT_INST_001_002016,STU_INST_001_1650,Yoga,Intermediate,2025-07-30,Excellent,,89,Rekha Mukherjee
ACT_INST_001_002017,STU_INST_001_1650,Literary Society,Advanced,2025-07-07,Average,,96,Rashmi Bhat
ACT_INST_001_002018,STU_INST_001_1651,Drama,Intermediate,2024-10-13,Needs Improvement,,80,Nidhi Mandal
ACT_INST_001_002019,STU_INST_001_1651,Basketball,Beginner,2025-04-24,Excellent,District Level Participant,77,Seema Modi
ACT_INST_001_002020,STU_INST_001_1651,Cricket,Advanced,2025-01-25,Needs Improvement,,98,Vinod Ghosh
ACT_INST_001_002021,STU_INST_001_1652,Science Club,Intermediate,2025-02-17,Excellent,,82,Kavita Mitra
ACT_INST_001_002022,STU_INST_001_1652,Drama,Intermediate,2025-02-07,Needs Improvement,State Level Qualifier,84,Zara Verma
ACT_INST_001_002023,STU_INST_001_1653,Debate,Advanced,2024-09-19,Needs Improvement,,71,Vinod Pandey
ACT_INST_001_002024,STU_INST_001_1654,Badminton,Advanced,2025-08-09,Needs Improvement,State Level Qualifier,77,Varun Roy
ACT_INST_001_002025,STU_INST_001_1654,Football,Beginner,2025-07-04,Needs Improvement,School Level Winner,92,Seema Saha
ACT_INST_001_002026,STU_INST_001_1654,Quiz,Intermediate,2024-11-05,Excellent,,85,Rekha Chopra
ACT_INST_001_002027,STU_INST_001_1656,Environmental Club,Advanced,2024-09-26,Average,State Level Qualifier,79,Maya Trivedi
ACT_INST_001_002028,STU_INST_001_1656,Basketball,Intermediate,2024-09-25,Very Good,,91,Advait Pal
ACT_INST_001_002029,STU_INST_001_1657,Science Club,Advanced,2024-10-23,Average,,88,Manoj Srivastava
ACT_INST_001_002030,STU_INST_001_1657,Basketball,Beginner,2024-09-19,Good,,87,Anika Suthar
ACT_INST_001_002031,STU_INST_001_1657,Art & Craft,Beginner,2025-01-16,Average,State Level Qualifier,81,Arjun Deshpande
ACT_INST_001_002032,STU_INST_001_1658,Quiz,Advanced,2025-06-30,Very Good,,93,Sapna Chopra
ACT_INST_001_002033,STU_INST_001_1658,Karate,Intermediate,2025-04-29,Good,,93,Vihaan Goyal
ACT_INST_001_002034,STU_INST_001_1658,Yoga,Intermediate,2025-02-07,Needs Improvement,,100,Varun Bhattacharya
ACT_INST_001_002035,STU_INST_001_1659,Cultural Committee,Advanced,2024-12-18,Very Good,,71,Aditya Joshi
ACT_INST_001_002036,STU_INST_001_1660,Basketball,Beginner,2024-11-07,Excellent,,72,Om Saha
ACT_INST_001_002037,STU_INST_001_1660,Athletics,Intermediate,2024-11-16,Very Good,District Level Participant,88,Meera Khanna
ACT_INST_001_002038,STU_INST_001_1660,Athletics,Beginner,2025-01-24,Needs Improvement,School Level Winner,94,Seema Sethi
ACT_INST_001_002039,STU_INST_001_1661,Art & Craft,Beginner,2025-01-18,Very Good,,95,Anjali Reddy
ACT_INST_001_002040,STU_INST_001_1661,Badminton,Beginner,2025-07-08,Good,Certificate of Participation,76,Kavita Desai
ACT_INST_001_002041,STU_INST_001_1661,Music,Advanced,2024-12-27,Very Good,,81,Ananya Goel
ACT_INST_001_002042,STU_INST_001_1662,Literary Society,Advanced,2024-12-05,Needs Improvement,,72,Riya Joshi
ACT_INST_001_002043,STU_INST_001_1663,Badminton,Advanced,2025-04-25,Needs Improvement,,91,Shivansh Pal
ACT_INST_001_002044,STU_INST_001_1664,Cricket,Intermediate,2024-11-02,Good,,83,Manoj Kapoor
ACT_INST_001_002045,STU_INST_001_1665,Dance,Intermediate,2024-10-29,Average,,90,Samar Singh
ACT_INST_001_002046,STU_INST_001_1667,Cultural Committee,Intermediate,2025-07-17,Good,,72,Meera Thakkar
ACT_INST_001_002047,STU_INST_001_1669,Athletics,Beginner,2025-03-08,Needs Improvement,,85,Shriya Khanna
ACT_INST_001_002048,STU_INST_001_1671,Music,Advanced,2024-10-23,Excellent,Certificate of Participation,92,Isha Roy
ACT_INST_001_002049,STU_INST_001_1673,Yoga,Advanced,2024-11-11,Good,Certificate of Participation,74,Myra Pillai
ACT_INST_001_002050,STU_INST_001_1673,Cultural Committee,Advanced,2024-09-25,Very Good,,81,Vikram Rao
ACT_INST_001_002051,STU_INST_001_1673,Dance,Intermediate,2025-01-12,Needs Improvement,,72,Rashmi Mishra
ACT_INST_001_002052,STU_INST_001_1676,Karate,Advanced,2024-10-18,Very Good,,83,Manisha Shah
ACT_INST_001_002053,STU_INST_001_1676,Dance,Beginner,2025-08-11,Average,Certificate of Participation,73,Rashmi Mishra
ACT_INST_001_002054,STU_INST_001_1678,Football,Intermediate,2025-03-22,Excellent,,70,Arjun Kamath
ACT_INST_001_002055,STU_INST_001_1678,Athletics,Intermediate,2025-03-18,Needs Improvement,,81,Shreya Hegde
ACT_INST_001_002056,STU_INST_001_1678,Environmental Club,Intermediate,2024-09-25,Good,Certificate of Participation,86,Shivansh Mittal
ACT_INST_001_002057,STU_INST_001_1679,Science Club,Intermediate,2025-02-17,Needs Improvement,,81,Riyansh Kale
ACT_INST_001_002058,STU_INST_001_1681,Yoga,Intermediate,2024-11-05,Average,,84,Manisha Chakraborty
ACT_INST_001_002059,STU_INST_001_1681,Cricket,Advanced,2024-10-07,Average,,84,Rudra Kulkarni
ACT_INST_001_002060,STU_INST_001_1681,Dance,Intermediate,2024-11-15,Average,State Level Qualifier,77,Atharv Kar
ACT_INST_001_002061,STU_INST_001_1683,Quiz,Intermediate,2025-07-10,Needs Improvement,,73,Ashish Chakraborty
ACT_INST_001_002062,STU_INST_001_1683,Quiz,Intermediate,2025-08-09,Needs Improvement,State Level Qualifier,72,Advait Shinde
ACT_INST_001_002063,STU_INST_001_1683,Badminton,Advanced,2024-12-21,Excellent,,88,Navya Patil
ACT_INST_001_002064,STU_INST_001_1685,Badminton,Advanced,2025-01-21,Average,State Level Qualifier,93,Aarohi Mathur
ACT_INST_001_002065,STU_INST_001_1685,Science Club,Beginner,2025-03-11,Good,,78,Suresh Vyas
ACT_INST_001_002066,STU_INST_001_1687,Basketball,Intermediate,2025-01-27,Average,School Level Winner,90,Rajesh Bhardwaj
ACT_INST_001_002067,STU_INST_001_1688,Table Tennis,Intermediate,2024-11-05,Very Good,,93,Advik Sharma
ACT_INST_001_002068,STU_INST_001_1688,Quiz,Beginner,2025-01-26,Needs Improvement,,75,Shweta Bhatt
ACT_INST_001_002069,STU_INST_001_1689,Debate,Intermediate,2024-12-27,Very Good,School Level Winner,85,Ayaan Kulkarni
ACT_INST_001_002070,STU_INST_001_1691,Cricket,Advanced,2024-12-26,Very Good,State Level Qualifier,77,Rahul Chowdhury
ACT_INST_001_002071,STU_INST_001_1691,Literary Society,Beginner,2025-06-21,Needs Improvement,,86,Om Sarkar
ACT_INST_001_002072,STU_INST_001_1691,Quiz,Beginner,2024-11-11,Very Good,Certificate of Participation,88,Diya Mondal
ACT_INST_001_002073,STU_INST_001_1692,Table Tennis,Beginner,2024-09-24,Needs Improvement,,86,Ashish Patil
ACT_INST_001_002074,STU_INST_001_1692,Music,Beginner,2025-05-29,Excellent,,90,Ankit Goyal
ACT_INST_001_002075,STU_INST_001_1692,Karate,Intermediate,2024-11-22,Very Good,,90,Seema Malhotra
ACT_INST_001_002076,STU_INST_001_1695,Yoga,Intermediate,2025-08-02,Excellent,,71,Vivaan Bansal
ACT_INST_001_002077,STU_INST_001_1695,Basketball,Beginner,2024-09-25,Needs Improvement,,77,Manisha Chaturvedi
ACT_INST_001_002078,STU_INST_001_1700,Dance,Beginner,2025-07-21,Needs Improvement,School Level Winner,83,Rekha More
ACT_INST_001_002079,STU_INST_001_1701,Science Club,Intermediate,2024-11-28,Excellent,,88,Ayaan Verma
ACT_INST_001_002080,STU_INST_001_1703,Karate,Beginner,2025-04-14,Very Good,,84,Manisha Suthar
ACT_INST_001_002081,STU_INST_001_1703,Drama,Intermediate,2025-06-21,Very Good,,96,Vihaan Desai
ACT_INST_001_002082,STU_INST_001_1704,Football,Intermediate,2025-07-04,Excellent,,92,Abhishek More
ACT_INST_001_002083,STU_INST_001_1704,Art & Craft,Intermediate,2024-10-18,Very Good,,93,Om Shah
ACT_INST_001_002084,STU_INST_001_1704,Athletics,Advanced,2025-05-10,Needs Improvement,,81,Diya Patel
